Date,year,MonthName,MonthNo,Day,DayName,DayNo
2018-08-05 00:00:00,2018,August,8,5,Sunday,1
2018-08-12 00:00:00,2018,August,8,12,Sunday,1
2018-08-19 00:00:00,2018,August,8,19,Sunday,1
2018-08-26 00:00:00,2018,August,8,26,Sunday,1
2019-08-04 00:00:00,2019,August,8,4,Sunday,1
2019-08-11 00:00:00,2019,August,8,11,Sunday,1
2019-08-18 00:00:00,2019,August,8,18,Sunday,1
2019-08-25 00:00:00,2019,August,8,25,Sunday,1
2017-12-03 00:00:00,2017,December,12,3,Sunday,1
2017-12-10 00:00:00,2017,December,12,10,Sunday,1
2017-12-17 00:00:00,2017,December,12,17,Sunday,1
2017-12-24 00:00:00,2017,December,12,24,Sunday,1
2017-12-31 00:00:00,2017,December,12,31,Sunday,1
2018-12-02 00:00:00,2018,December,12,2,Sunday,1
2018-12-09 00:00:00,2018,December,12,9,Sunday,1
2018-12-16 00:00:00,2018,December,12,16,Sunday,1
2018-12-23 00:00:00,2018,December,12,23,Sunday,1
2018-12-30 00:00:00,2018,December,12,30,Sunday,1
2019-12-01 00:00:00,2019,December,12,1,Sunday,1
2019-12-08 00:00:00,2019,December,12,8,Sunday,1
2019-12-15 00:00:00,2019,December,12,15,Sunday,1
2019-12-22 00:00:00,2019,December,12,22,Sunday,1
2019-12-29 00:00:00,2019,December,12,29,Sunday,1
2017-02-05 00:00:00,2017,February,2,5,Sunday,1
2017-02-12 00:00:00,2017,February,2,12,Sunday,1
2017-02-19 00:00:00,2017,February,2,19,Sunday,1
2017-02-26 00:00:00,2017,February,2,26,Sunday,1
2018-02-04 00:00:00,2018,February,2,4,Sunday,1
2018-02-11 00:00:00,2018,February,2,11,Sunday,1
2018-02-18 00:00:00,2018,February,2,18,Sunday,1
2018-02-25 00:00:00,2018,February,2,25,Sunday,1
2019-02-03 00:00:00,2019,February,2,3,Sunday,1
2019-02-10 00:00:00,2019,February,2,10,Sunday,1
2019-02-17 00:00:00,2019,February,2,17,Sunday,1
2019-02-24 00:00:00,2019,February,2,24,Sunday,1
2017-01-01 00:00:00,2017,January,1,1,Sunday,1
2017-01-08 00:00:00,2017,January,1,8,Sunday,1
2017-01-15 00:00:00,2017,January,1,15,Sunday,1
2017-01-22 00:00:00,2017,January,1,22,Sunday,1
2017-01-29 00:00:00,2017,January,1,29,Sunday,1
2018-01-07 00:00:00,2018,January,1,7,Sunday,1
2018-01-14 00:00:00,2018,January,1,14,Sunday,1
2018-01-21 00:00:00,2018,January,1,21,Sunday,1
2018-01-28 00:00:00,2018,January,1,28,Sunday,1
2019-01-06 00:00:00,2019,January,1,6,Sunday,1
2019-01-13 00:00:00,2019,January,1,13,Sunday,1
2019-01-20 00:00:00,2019,January,1,20,Sunday,1
2019-01-27 00:00:00,2019,January,1,27,Sunday,1
2017-07-02 00:00:00,2017,July,7,2,Sunday,1
2017-07-09 00:00:00,2017,July,7,9,Sunday,1
2017-07-16 00:00:00,2017,July,7,16,Sunday,1
2017-07-23 00:00:00,2017,July,7,23,Sunday,1
2017-07-30 00:00:00,2017,July,7,30,Sunday,1
2018-07-01 00:00:00,2018,July,7,1,Sunday,1
2018-07-08 00:00:00,2018,July,7,8,Sunday,1
2018-07-15 00:00:00,2018,July,7,15,Sunday,1
2018-07-22 00:00:00,2018,July,7,22,Sunday,1
2018-07-29 00:00:00,2018,July,7,29,Sunday,1
2019-07-07 00:00:00,2019,July,7,7,Sunday,1
2019-07-14 00:00:00,2019,July,7,14,Sunday,1
2019-07-21 00:00:00,2019,July,7,21,Sunday,1
2019-07-28 00:00:00,2019,July,7,28,Sunday,1
2017-06-04 00:00:00,2017,June,6,4,Sunday,1
2017-06-11 00:00:00,2017,June,6,11,Sunday,1
2017-06-18 00:00:00,2017,June,6,18,Sunday,1
2017-06-25 00:00:00,2017,June,6,25,Sunday,1
2018-06-03 00:00:00,2018,June,6,3,Sunday,1
2018-06-10 00:00:00,2018,June,6,10,Sunday,1
2018-06-17 00:00:00,2018,June,6,17,Sunday,1
2018-06-24 00:00:00,2018,June,6,24,Sunday,1
2019-06-02 00:00:00,2019,June,6,2,Sunday,1
2019-06-09 00:00:00,2019,June,6,9,Sunday,1
2019-06-16 00:00:00,2019,June,6,16,Sunday,1
2019-06-23 00:00:00,2019,June,6,23,Sunday,1
2019-06-30 00:00:00,2019,June,6,30,Sunday,1
2017-03-05 00:00:00,2017,March,3,5,Sunday,1
2017-03-12 00:00:00,2017,March,3,12,Sunday,1
2017-03-19 00:00:00,2017,March,3,19,Sunday,1
2017-03-26 00:00:00,2017,March,3,26,Sunday,1
2018-03-04 00:00:00,2018,March,3,4,Sunday,1
2018-03-11 00:00:00,2018,March,3,11,Sunday,1
2018-03-18 00:00:00,2018,March,3,18,Sunday,1
2018-03-25 00:00:00,2018,March,3,25,Sunday,1
2019-03-03 00:00:00,2019,March,3,3,Sunday,1
2019-03-10 00:00:00,2019,March,3,10,Sunday,1
2019-03-17 00:00:00,2019,March,3,17,Sunday,1
2019-03-24 00:00:00,2019,March,3,24,Sunday,1
2019-03-31 00:00:00,2019,March,3,31,Sunday,1
2017-05-07 00:00:00,2017,May,5,7,Sunday,1
2017-05-14 00:00:00,2017,May,5,14,Sunday,1
2017-05-21 00:00:00,2017,May,5,21,Sunday,1
2017-05-28 00:00:00,2017,May,5,28,Sunday,1
2018-05-06 00:00:00,2018,May,5,6,Sunday,1
2018-05-13 00:00:00,2018,May,5,13,Sunday,1
2018-05-20 00:00:00,2018,May,5,20,Sunday,1
2018-05-27 00:00:00,2018,May,5,27,Sunday,1
2019-05-05 00:00:00,2019,May,5,5,Sunday,1
2019-05-12 00:00:00,2019,May,5,12,Sunday,1
2019-05-19 00:00:00,2019,May,5,19,Sunday,1
2019-05-26 00:00:00,2019,May,5,26,Sunday,1
2017-11-05 00:00:00,2017,November,11,5,Sunday,1
2017-11-12 00:00:00,2017,November,11,12,Sunday,1
2017-11-19 00:00:00,2017,November,11,19,Sunday,1
2017-11-26 00:00:00,2017,November,11,26,Sunday,1
2018-11-04 00:00:00,2018,November,11,4,Sunday,1
2018-11-11 00:00:00,2018,November,11,11,Sunday,1
2018-11-18 00:00:00,2018,November,11,18,Sunday,1
2018-11-25 00:00:00,2018,November,11,25,Sunday,1
2019-11-03 00:00:00,2019,November,11,3,Sunday,1
2019-11-10 00:00:00,2019,November,11,10,Sunday,1
2019-11-17 00:00:00,2019,November,11,17,Sunday,1
2019-11-24 00:00:00,2019,November,11,24,Sunday,1
2017-10-01 00:00:00,2017,October,10,1,Sunday,1
2017-10-08 00:00:00,2017,October,10,8,Sunday,1
2017-10-15 00:00:00,2017,October,10,15,Sunday,1
2017-10-22 00:00:00,2017,October,10,22,Sunday,1
2017-10-29 00:00:00,2017,October,10,29,Sunday,1
2018-10-07 00:00:00,2018,October,10,7,Sunday,1
2018-10-14 00:00:00,2018,October,10,14,Sunday,1
2018-10-21 00:00:00,2018,October,10,21,Sunday,1
2018-10-28 00:00:00,2018,October,10,28,Sunday,1
2019-10-06 00:00:00,2019,October,10,6,Sunday,1
2019-10-13 00:00:00,2019,October,10,13,Sunday,1
2019-10-20 00:00:00,2019,October,10,20,Sunday,1
2019-10-27 00:00:00,2019,October,10,27,Sunday,1
2017-09-03 00:00:00,2017,September,9,3,Sunday,1
2017-09-10 00:00:00,2017,September,9,10,Sunday,1
2017-09-17 00:00:00,2017,September,9,17,Sunday,1
2017-09-24 00:00:00,2017,September,9,24,Sunday,1
2018-09-02 00:00:00,2018,September,9,2,Sunday,1
2018-09-09 00:00:00,2018,September,9,9,Sunday,1
2018-09-16 00:00:00,2018,September,9,16,Sunday,1
2018-09-23 00:00:00,2018,September,9,23,Sunday,1
2018-09-30 00:00:00,2018,September,9,30,Sunday,1
2019-09-01 00:00:00,2019,September,9,1,Sunday,1
2019-09-08 00:00:00,2019,September,9,8,Sunday,1
2019-09-15 00:00:00,2019,September,9,15,Sunday,1
2019-09-22 00:00:00,2019,September,9,22,Sunday,1
2019-09-29 00:00:00,2019,September,9,29,Sunday,1
2017-04-06 00:00:00,2017,April,4,6,Thursday,5
2017-04-13 00:00:00,2017,April,4,13,Thursday,5
2017-04-20 00:00:00,2017,April,4,20,Thursday,5
2017-04-27 00:00:00,2017,April,4,27,Thursday,5
2018-04-05 00:00:00,2018,April,4,5,Thursday,5
2018-04-12 00:00:00,2018,April,4,12,Thursday,5
2018-04-19 00:00:00,2018,April,4,19,Thursday,5
2018-04-26 00:00:00,2018,April,4,26,Thursday,5
2019-04-04 00:00:00,2019,April,4,4,Thursday,5
2019-04-11 00:00:00,2019,April,4,11,Thursday,5
2019-04-18 00:00:00,2019,April,4,18,Thursday,5
2019-04-25 00:00:00,2019,April,4,25,Thursday,5
2017-08-03 00:00:00,2017,August,8,3,Thursday,5
2017-08-10 00:00:00,2017,August,8,10,Thursday,5
2017-08-17 00:00:00,2017,August,8,17,Thursday,5
2017-08-24 00:00:00,2017,August,8,24,Thursday,5
2017-08-31 00:00:00,2017,August,8,31,Thursday,5
2018-08-02 00:00:00,2018,August,8,2,Thursday,5
2018-08-09 00:00:00,2018,August,8,9,Thursday,5
2018-08-16 00:00:00,2018,August,8,16,Thursday,5
2018-08-23 00:00:00,2018,August,8,23,Thursday,5
2018-08-30 00:00:00,2018,August,8,30,Thursday,5
2019-08-01 00:00:00,2019,August,8,1,Thursday,5
2019-08-08 00:00:00,2019,August,8,8,Thursday,5
2019-08-15 00:00:00,2019,August,8,15,Thursday,5
2019-08-22 00:00:00,2019,August,8,22,Thursday,5
2019-08-29 00:00:00,2019,August,8,29,Thursday,5
2017-12-07 00:00:00,2017,December,12,7,Thursday,5
2017-12-14 00:00:00,2017,December,12,14,Thursday,5
2017-12-21 00:00:00,2017,December,12,21,Thursday,5
2017-12-28 00:00:00,2017,December,12,28,Thursday,5
2018-12-06 00:00:00,2018,December,12,6,Thursday,5
2018-12-13 00:00:00,2018,December,12,13,Thursday,5
2018-12-20 00:00:00,2018,December,12,20,Thursday,5
2018-12-27 00:00:00,2018,December,12,27,Thursday,5
2019-12-05 00:00:00,2019,December,12,5,Thursday,5
2019-12-12 00:00:00,2019,December,12,12,Thursday,5
2019-12-19 00:00:00,2019,December,12,19,Thursday,5
2019-12-26 00:00:00,2019,December,12,26,Thursday,5
2017-02-02 00:00:00,2017,February,2,2,Thursday,5
2017-02-09 00:00:00,2017,February,2,9,Thursday,5
2017-02-16 00:00:00,2017,February,2,16,Thursday,5
2017-02-23 00:00:00,2017,February,2,23,Thursday,5
2018-02-01 00:00:00,2018,February,2,1,Thursday,5
2018-02-08 00:00:00,2018,February,2,8,Thursday,5
2018-02-15 00:00:00,2018,February,2,15,Thursday,5
2018-02-22 00:00:00,2018,February,2,22,Thursday,5
2019-02-07 00:00:00,2019,February,2,7,Thursday,5
2019-02-14 00:00:00,2019,February,2,14,Thursday,5
2019-02-21 00:00:00,2019,February,2,21,Thursday,5
2019-02-28 00:00:00,2019,February,2,28,Thursday,5
2017-01-05 00:00:00,2017,January,1,5,Thursday,5
2017-01-12 00:00:00,2017,January,1,12,Thursday,5
2017-01-19 00:00:00,2017,January,1,19,Thursday,5
2017-01-26 00:00:00,2017,January,1,26,Thursday,5
2018-01-04 00:00:00,2018,January,1,4,Thursday,5
2018-01-11 00:00:00,2018,January,1,11,Thursday,5
2018-01-18 00:00:00,2018,January,1,18,Thursday,5
2018-01-25 00:00:00,2018,January,1,25,Thursday,5
2019-01-03 00:00:00,2019,January,1,3,Thursday,5
2019-01-10 00:00:00,2019,January,1,10,Thursday,5
2019-01-17 00:00:00,2019,January,1,17,Thursday,5
2019-01-24 00:00:00,2019,January,1,24,Thursday,5
2019-01-31 00:00:00,2019,January,1,31,Thursday,5
2017-07-06 00:00:00,2017,July,7,6,Thursday,5
2017-07-13 00:00:00,2017,July,7,13,Thursday,5
2017-07-20 00:00:00,2017,July,7,20,Thursday,5
2017-07-27 00:00:00,2017,July,7,27,Thursday,5
2018-07-05 00:00:00,2018,July,7,5,Thursday,5
2018-07-12 00:00:00,2018,July,7,12,Thursday,5
2018-07-19 00:00:00,2018,July,7,19,Thursday,5
2018-07-26 00:00:00,2018,July,7,26,Thursday,5
2019-07-04 00:00:00,2019,July,7,4,Thursday,5
2019-07-11 00:00:00,2019,July,7,11,Thursday,5
2019-07-18 00:00:00,2019,July,7,18,Thursday,5
2019-07-25 00:00:00,2019,July,7,25,Thursday,5
2017-06-01 00:00:00,2017,June,6,1,Thursday,5
2017-06-08 00:00:00,2017,June,6,8,Thursday,5
2017-06-15 00:00:00,2017,June,6,15,Thursday,5
2017-06-22 00:00:00,2017,June,6,22,Thursday,5
2017-06-29 00:00:00,2017,June,6,29,Thursday,5
2018-06-07 00:00:00,2018,June,6,7,Thursday,5
2018-06-14 00:00:00,2018,June,6,14,Thursday,5
2018-06-21 00:00:00,2018,June,6,21,Thursday,5
2018-06-28 00:00:00,2018,June,6,28,Thursday,5
2019-06-06 00:00:00,2019,June,6,6,Thursday,5
2019-06-13 00:00:00,2019,June,6,13,Thursday,5
2019-06-20 00:00:00,2019,June,6,20,Thursday,5
2019-06-27 00:00:00,2019,June,6,27,Thursday,5
2017-03-02 00:00:00,2017,March,3,2,Thursday,5
2017-03-09 00:00:00,2017,March,3,9,Thursday,5
2017-03-16 00:00:00,2017,March,3,16,Thursday,5
2017-03-23 00:00:00,2017,March,3,23,Thursday,5
2017-03-30 00:00:00,2017,March,3,30,Thursday,5
2018-03-01 00:00:00,2018,March,3,1,Thursday,5
2018-03-08 00:00:00,2018,March,3,8,Thursday,5
2018-03-15 00:00:00,2018,March,3,15,Thursday,5
2018-03-22 00:00:00,2018,March,3,22,Thursday,5
2018-03-29 00:00:00,2018,March,3,29,Thursday,5
2019-03-07 00:00:00,2019,March,3,7,Thursday,5
2019-03-14 00:00:00,2019,March,3,14,Thursday,5
2019-03-21 00:00:00,2019,March,3,21,Thursday,5
2019-03-28 00:00:00,2019,March,3,28,Thursday,5
2017-05-04 00:00:00,2017,May,5,4,Thursday,5
2017-05-11 00:00:00,2017,May,5,11,Thursday,5
2017-05-18 00:00:00,2017,May,5,18,Thursday,5
2017-05-25 00:00:00,2017,May,5,25,Thursday,5
2018-05-03 00:00:00,2018,May,5,3,Thursday,5
2018-05-10 00:00:00,2018,May,5,10,Thursday,5
2018-05-17 00:00:00,2018,May,5,17,Thursday,5
2018-05-24 00:00:00,2018,May,5,24,Thursday,5
2018-05-31 00:00:00,2018,May,5,31,Thursday,5
2019-05-02 00:00:00,2019,May,5,2,Thursday,5
2019-05-09 00:00:00,2019,May,5,9,Thursday,5
2019-05-16 00:00:00,2019,May,5,16,Thursday,5
2019-05-23 00:00:00,2019,May,5,23,Thursday,5
2019-05-30 00:00:00,2019,May,5,30,Thursday,5
2017-11-02 00:00:00,2017,November,11,2,Thursday,5
2017-11-09 00:00:00,2017,November,11,9,Thursday,5
2017-11-16 00:00:00,2017,November,11,16,Thursday,5
2017-11-23 00:00:00,2017,November,11,23,Thursday,5
2017-11-30 00:00:00,2017,November,11,30,Thursday,5
2018-11-01 00:00:00,2018,November,11,1,Thursday,5
2018-11-08 00:00:00,2018,November,11,8,Thursday,5
2018-11-15 00:00:00,2018,November,11,15,Thursday,5
2018-11-22 00:00:00,2018,November,11,22,Thursday,5
2018-11-29 00:00:00,2018,November,11,29,Thursday,5
2019-11-07 00:00:00,2019,November,11,7,Thursday,5
2019-11-14 00:00:00,2019,November,11,14,Thursday,5
2019-11-21 00:00:00,2019,November,11,21,Thursday,5
2019-11-28 00:00:00,2019,November,11,28,Thursday,5
2017-10-05 00:00:00,2017,October,10,5,Thursday,5
2017-10-12 00:00:00,2017,October,10,12,Thursday,5
2017-10-19 00:00:00,2017,October,10,19,Thursday,5
2017-10-26 00:00:00,2017,October,10,26,Thursday,5
2018-10-04 00:00:00,2018,October,10,4,Thursday,5
2018-10-11 00:00:00,2018,October,10,11,Thursday,5
2018-10-18 00:00:00,2018,October,10,18,Thursday,5
2018-10-25 00:00:00,2018,October,10,25,Thursday,5
2019-10-03 00:00:00,2019,October,10,3,Thursday,5
2019-10-10 00:00:00,2019,October,10,10,Thursday,5
2019-10-17 00:00:00,2019,October,10,17,Thursday,5
2019-10-24 00:00:00,2019,October,10,24,Thursday,5
2019-10-31 00:00:00,2019,October,10,31,Thursday,5
2017-09-07 00:00:00,2017,September,9,7,Thursday,5
2017-09-14 00:00:00,2017,September,9,14,Thursday,5
2017-09-21 00:00:00,2017,September,9,21,Thursday,5
2017-09-28 00:00:00,2017,September,9,28,Thursday,5
2018-09-06 00:00:00,2018,September,9,6,Thursday,5
2018-09-13 00:00:00,2018,September,9,13,Thursday,5
2018-09-20 00:00:00,2018,September,9,20,Thursday,5
2018-09-27 00:00:00,2018,September,9,27,Thursday,5
2019-09-05 00:00:00,2019,September,9,5,Thursday,5
2019-09-12 00:00:00,2019,September,9,12,Thursday,5
2019-09-19 00:00:00,2019,September,9,19,Thursday,5
2019-09-26 00:00:00,2019,September,9,26,Thursday,5
2017-04-04 00:00:00,2017,April,4,4,Tuesday,3
2017-04-11 00:00:00,2017,April,4,11,Tuesday,3
2017-04-18 00:00:00,2017,April,4,18,Tuesday,3
2017-04-25 00:00:00,2017,April,4,25,Tuesday,3
2018-04-03 00:00:00,2018,April,4,3,Tuesday,3
2018-04-10 00:00:00,2018,April,4,10,Tuesday,3
2018-04-17 00:00:00,2018,April,4,17,Tuesday,3
2018-04-24 00:00:00,2018,April,4,24,Tuesday,3
2019-04-02 00:00:00,2019,April,4,2,Tuesday,3
2019-04-09 00:00:00,2019,April,4,9,Tuesday,3
2019-04-16 00:00:00,2019,April,4,16,Tuesday,3
2019-04-23 00:00:00,2019,April,4,23,Tuesday,3
2019-04-30 00:00:00,2019,April,4,30,Tuesday,3
2017-08-01 00:00:00,2017,August,8,1,Tuesday,3
2017-08-08 00:00:00,2017,August,8,8,Tuesday,3
2017-08-15 00:00:00,2017,August,8,15,Tuesday,3
2017-08-22 00:00:00,2017,August,8,22,Tuesday,3
2017-08-29 00:00:00,2017,August,8,29,Tuesday,3
2018-08-07 00:00:00,2018,August,8,7,Tuesday,3
2018-08-14 00:00:00,2018,August,8,14,Tuesday,3
2018-08-21 00:00:00,2018,August,8,21,Tuesday,3
2018-08-28 00:00:00,2018,August,8,28,Tuesday,3
2019-08-06 00:00:00,2019,August,8,6,Tuesday,3
2019-08-13 00:00:00,2019,August,8,13,Tuesday,3
2019-08-20 00:00:00,2019,August,8,20,Tuesday,3
2019-08-27 00:00:00,2019,August,8,27,Tuesday,3
2017-12-05 00:00:00,2017,December,12,5,Tuesday,3
2017-12-12 00:00:00,2017,December,12,12,Tuesday,3
2017-12-19 00:00:00,2017,December,12,19,Tuesday,3
2017-12-26 00:00:00,2017,December,12,26,Tuesday,3
2018-12-04 00:00:00,2018,December,12,4,Tuesday,3
2018-12-11 00:00:00,2018,December,12,11,Tuesday,3
2018-12-18 00:00:00,2018,December,12,18,Tuesday,3
2018-12-25 00:00:00,2018,December,12,25,Tuesday,3
2019-12-03 00:00:00,2019,December,12,3,Tuesday,3
2019-12-10 00:00:00,2019,December,12,10,Tuesday,3
2019-12-17 00:00:00,2019,December,12,17,Tuesday,3
2019-12-24 00:00:00,2019,December,12,24,Tuesday,3
2019-12-31 00:00:00,2019,December,12,31,Tuesday,3
2017-02-07 00:00:00,2017,February,2,7,Tuesday,3
2017-02-14 00:00:00,2017,February,2,14,Tuesday,3
2017-02-21 00:00:00,2017,February,2,21,Tuesday,3
2017-02-28 00:00:00,2017,February,2,28,Tuesday,3
2018-02-06 00:00:00,2018,February,2,6,Tuesday,3
2018-02-13 00:00:00,2018,February,2,13,Tuesday,3
2018-02-20 00:00:00,2018,February,2,20,Tuesday,3
2018-02-27 00:00:00,2018,February,2,27,Tuesday,3
2019-02-05 00:00:00,2019,February,2,5,Tuesday,3
2019-02-12 00:00:00,2019,February,2,12,Tuesday,3
2019-02-19 00:00:00,2019,February,2,19,Tuesday,3
2019-02-26 00:00:00,2019,February,2,26,Tuesday,3
2017-01-03 00:00:00,2017,January,1,3,Tuesday,3
2017-01-10 00:00:00,2017,January,1,10,Tuesday,3
2017-01-17 00:00:00,2017,January,1,17,Tuesday,3
2017-01-24 00:00:00,2017,January,1,24,Tuesday,3
2017-01-31 00:00:00,2017,January,1,31,Tuesday,3
2018-01-02 00:00:00,2018,January,1,2,Tuesday,3
2018-01-09 00:00:00,2018,January,1,9,Tuesday,3
2018-01-16 00:00:00,2018,January,1,16,Tuesday,3
2018-01-23 00:00:00,2018,January,1,23,Tuesday,3
2018-01-30 00:00:00,2018,January,1,30,Tuesday,3
2019-01-01 00:00:00,2019,January,1,1,Tuesday,3
2019-01-08 00:00:00,2019,January,1,8,Tuesday,3
2019-01-15 00:00:00,2019,January,1,15,Tuesday,3
2019-01-22 00:00:00,2019,January,1,22,Tuesday,3
2019-01-29 00:00:00,2019,January,1,29,Tuesday,3
2017-07-04 00:00:00,2017,July,7,4,Tuesday,3
2017-07-11 00:00:00,2017,July,7,11,Tuesday,3
2017-07-18 00:00:00,2017,July,7,18,Tuesday,3
2017-07-25 00:00:00,2017,July,7,25,Tuesday,3
2018-07-03 00:00:00,2018,July,7,3,Tuesday,3
2018-07-10 00:00:00,2018,July,7,10,Tuesday,3
2018-07-17 00:00:00,2018,July,7,17,Tuesday,3
2018-07-24 00:00:00,2018,July,7,24,Tuesday,3
2018-07-31 00:00:00,2018,July,7,31,Tuesday,3
2019-07-02 00:00:00,2019,July,7,2,Tuesday,3
2019-07-09 00:00:00,2019,July,7,9,Tuesday,3
2019-07-16 00:00:00,2019,July,7,16,Tuesday,3
2019-07-23 00:00:00,2019,July,7,23,Tuesday,3
2019-07-30 00:00:00,2019,July,7,30,Tuesday,3
2017-06-06 00:00:00,2017,June,6,6,Tuesday,3
2017-06-13 00:00:00,2017,June,6,13,Tuesday,3
2017-06-20 00:00:00,2017,June,6,20,Tuesday,3
2017-06-27 00:00:00,2017,June,6,27,Tuesday,3
2018-06-05 00:00:00,2018,June,6,5,Tuesday,3
2018-06-12 00:00:00,2018,June,6,12,Tuesday,3
2018-06-19 00:00:00,2018,June,6,19,Tuesday,3
2018-06-26 00:00:00,2018,June,6,26,Tuesday,3
2019-06-04 00:00:00,2019,June,6,4,Tuesday,3
2019-06-11 00:00:00,2019,June,6,11,Tuesday,3
2019-06-18 00:00:00,2019,June,6,18,Tuesday,3
2019-06-25 00:00:00,2019,June,6,25,Tuesday,3
2017-03-07 00:00:00,2017,March,3,7,Tuesday,3
2017-03-14 00:00:00,2017,March,3,14,Tuesday,3
2017-03-21 00:00:00,2017,March,3,21,Tuesday,3
2017-03-28 00:00:00,2017,March,3,28,Tuesday,3
2018-03-06 00:00:00,2018,March,3,6,Tuesday,3
2018-03-13 00:00:00,2018,March,3,13,Tuesday,3
2018-03-20 00:00:00,2018,March,3,20,Tuesday,3
2018-03-27 00:00:00,2018,March,3,27,Tuesday,3
2019-03-05 00:00:00,2019,March,3,5,Tuesday,3
2019-03-12 00:00:00,2019,March,3,12,Tuesday,3
2019-03-19 00:00:00,2019,March,3,19,Tuesday,3
2019-03-26 00:00:00,2019,March,3,26,Tuesday,3
2017-05-02 00:00:00,2017,May,5,2,Tuesday,3
2017-05-09 00:00:00,2017,May,5,9,Tuesday,3
2017-05-16 00:00:00,2017,May,5,16,Tuesday,3
2017-05-23 00:00:00,2017,May,5,23,Tuesday,3
2017-05-30 00:00:00,2017,May,5,30,Tuesday,3
2018-05-01 00:00:00,2018,May,5,1,Tuesday,3
2018-05-08 00:00:00,2018,May,5,8,Tuesday,3
2018-05-15 00:00:00,2018,May,5,15,Tuesday,3
2018-05-22 00:00:00,2018,May,5,22,Tuesday,3
2018-05-29 00:00:00,2018,May,5,29,Tuesday,3
2019-05-07 00:00:00,2019,May,5,7,Tuesday,3
2019-05-14 00:00:00,2019,May,5,14,Tuesday,3
2019-05-21 00:00:00,2019,May,5,21,Tuesday,3
2019-05-28 00:00:00,2019,May,5,28,Tuesday,3
2017-11-07 00:00:00,2017,November,11,7,Tuesday,3
2017-11-14 00:00:00,2017,November,11,14,Tuesday,3
2017-11-21 00:00:00,2017,November,11,21,Tuesday,3
2017-11-28 00:00:00,2017,November,11,28,Tuesday,3
2018-11-06 00:00:00,2018,November,11,6,Tuesday,3
2018-11-13 00:00:00,2018,November,11,13,Tuesday,3
2018-11-20 00:00:00,2018,November,11,20,Tuesday,3
2018-11-27 00:00:00,2018,November,11,27,Tuesday,3
2019-11-05 00:00:00,2019,November,11,5,Tuesday,3
2019-11-12 00:00:00,2019,November,11,12,Tuesday,3
2019-11-19 00:00:00,2019,November,11,19,Tuesday,3
2019-11-26 00:00:00,2019,November,11,26,Tuesday,3
2017-10-03 00:00:00,2017,October,10,3,Tuesday,3
2017-10-10 00:00:00,2017,October,10,10,Tuesday,3
2017-10-17 00:00:00,2017,October,10,17,Tuesday,3
2017-10-24 00:00:00,2017,October,10,24,Tuesday,3
2017-10-31 00:00:00,2017,October,10,31,Tuesday,3
2018-10-02 00:00:00,2018,October,10,2,Tuesday,3
2018-10-09 00:00:00,2018,October,10,9,Tuesday,3
2018-10-16 00:00:00,2018,October,10,16,Tuesday,3
2018-10-23 00:00:00,2018,October,10,23,Tuesday,3
2018-10-30 00:00:00,2018,October,10,30,Tuesday,3
2019-10-01 00:00:00,2019,October,10,1,Tuesday,3
2019-10-08 00:00:00,2019,October,10,8,Tuesday,3
2019-10-15 00:00:00,2019,October,10,15,Tuesday,3
2019-10-22 00:00:00,2019,October,10,22,Tuesday,3
2019-10-29 00:00:00,2019,October,10,29,Tuesday,3
2017-09-05 00:00:00,2017,September,9,5,Tuesday,3
2017-09-12 00:00:00,2017,September,9,12,Tuesday,3
2017-09-19 00:00:00,2017,September,9,19,Tuesday,3
2017-09-26 00:00:00,2017,September,9,26,Tuesday,3
2018-09-04 00:00:00,2018,September,9,4,Tuesday,3
2018-09-11 00:00:00,2018,September,9,11,Tuesday,3
2018-09-18 00:00:00,2018,September,9,18,Tuesday,3
2018-09-25 00:00:00,2018,September,9,25,Tuesday,3
2019-09-03 00:00:00,2019,September,9,3,Tuesday,3
2019-09-10 00:00:00,2019,September,9,10,Tuesday,3
2019-09-17 00:00:00,2019,September,9,17,Tuesday,3
2019-09-24 00:00:00,2019,September,9,24,Tuesday,3
2017-04-05 00:00:00,2017,April,4,5,Wednesday,4
2017-04-12 00:00:00,2017,April,4,12,Wednesday,4
2017-04-19 00:00:00,2017,April,4,19,Wednesday,4
2017-04-26 00:00:00,2017,April,4,26,Wednesday,4
2018-04-04 00:00:00,2018,April,4,4,Wednesday,4
2018-04-11 00:00:00,2018,April,4,11,Wednesday,4
2018-04-18 00:00:00,2018,April,4,18,Wednesday,4
2018-04-25 00:00:00,2018,April,4,25,Wednesday,4
2019-04-03 00:00:00,2019,April,4,3,Wednesday,4
2019-04-10 00:00:00,2019,April,4,10,Wednesday,4
2019-04-17 00:00:00,2019,April,4,17,Wednesday,4
2019-04-24 00:00:00,2019,April,4,24,Wednesday,4
2017-08-02 00:00:00,2017,August,8,2,Wednesday,4
2017-08-09 00:00:00,2017,August,8,9,Wednesday,4
2017-08-16 00:00:00,2017,August,8,16,Wednesday,4
2017-08-23 00:00:00,2017,August,8,23,Wednesday,4
2017-08-30 00:00:00,2017,August,8,30,Wednesday,4
2018-08-01 00:00:00,2018,August,8,1,Wednesday,4
2018-08-08 00:00:00,2018,August,8,8,Wednesday,4
2018-08-15 00:00:00,2018,August,8,15,Wednesday,4
2018-08-22 00:00:00,2018,August,8,22,Wednesday,4
2018-08-29 00:00:00,2018,August,8,29,Wednesday,4
2019-08-07 00:00:00,2019,August,8,7,Wednesday,4
